Time	Left foot marker	Right foot marker	Left vertical force	Right vertical force	Success	Preferred left step length	Preferred Right step length	Left gain	Right gain	Constant	Stride Number	Right step length	Left step length	Sum of gains and steps	Lower bound success	Upper bound success	Score	Success Region	Left heel strike	Right heel strike	Left lateral position	Right lateral position
15227.138222	-0.078055	-0.092415	193.497635	192.451035	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183174
15227.141555	-0.078055	-0.092415	193.497635	192.451035	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183174
15227.144889	-0.078056	-0.092409	192.848557	193.544983	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183173
15227.148222	-0.078056	-0.092409	192.848557	193.544983	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183173
15227.151555	-0.078056	-0.092409	192.848557	193.544983	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183173
15227.154889	-0.078056	-0.092403	192.261719	194.801910	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183176
15227.158222	-0.078056	-0.092403	192.261719	194.801910	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183176
15227.161555	-0.078056	-0.092403	192.261719	194.801910	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183176
15227.164889	-0.078056	-0.092398	191.686371	195.966354	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183177
15227.168222	-0.078056	-0.092398	191.686371	195.966354	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183177
15227.171555	-0.078056	-0.092398	191.686371	195.966354	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183177
15227.174889	-0.078056	-0.092397	190.989288	196.981018	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183178
15227.178222	-0.078056	-0.092397	190.989288	196.981018	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183178
15227.181555	-0.078056	-0.092397	190.989288	196.981018	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183178
15227.184889	-0.078056	-0.092388	190.134506	197.786713	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183175
15227.188222	-0.078056	-0.092388	190.134506	197.786713	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183175
15227.191555	-0.078056	-0.092388	190.134506	197.786713	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183175
15227.194889	-0.078056	-0.092376	189.180878	198.379074	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183171
15227.198222	-0.078056	-0.092376	189.180878	198.379074	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183171
15227.201555	-0.078056	-0.092376	189.180878	198.379074	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183171
15227.204889	-0.078056	-0.092363	188.159973	198.789108	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183172
15227.208222	-0.078056	-0.092363	188.159973	198.789108	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183172
15227.211555	-0.078056	-0.092363	188.159973	198.789108	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183172
15227.214889	-0.078056	-0.092352	187.329041	199.067886	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183174
15227.218222	-0.078056	-0.092352	187.329041	199.067886	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183174
15227.221555	-0.078056	-0.092352	187.329041	199.067886	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183174
15227.224889	-0.078056	-0.092345	186.634628	199.453766	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183179
15227.228222	-0.078056	-0.092345	186.634628	199.453766	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183179
15227.231555	-0.078056	-0.092345	186.634628	199.453766	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183179
15227.234889	-0.078056	-0.092338	185.982590	199.960785	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183182
15227.238222	-0.078056	-0.092338	185.982590	199.960785	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183182
15227.241555	-0.078056	-0.092338	185.982590	199.960785	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183182
15227.244889	-0.078056	-0.092329	185.428467	200.408264	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183178
15227.248222	-0.078056	-0.092329	185.428467	200.408264	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183178
15227.251555	-0.078056	-0.092329	185.428467	200.408264	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183178
15227.254889	-0.078056	-0.092324	184.810028	200.852234	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183175
15227.258222	-0.078056	-0.092324	184.810028	200.852234	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183175
15227.261555	-0.078056	-0.092324	184.810028	200.852234	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183175
15227.264889	-0.078056	-0.092324	184.028946	201.298965	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183173
15227.268222	-0.078056	-0.092324	184.028946	201.298965	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183173
15227.271555	-0.078056	-0.092324	184.028946	201.298965	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183173
15227.274889	-0.078056	-0.092325	183.195984	201.743256	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183170
15227.278222	-0.078056	-0.092325	183.195984	201.743256	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183170
15227.281555	-0.078056	-0.092325	183.195984	201.743256	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183170
15227.284889	-0.078056	-0.092323	182.487885	202.341537	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183163
15227.288222	-0.078056	-0.092323	182.487885	202.341537	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183163
15227.291555	-0.078056	-0.092323	182.487885	202.341537	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183163
15227.294889	-0.078056	-0.092317	182.011810	203.066147	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183153
15227.298222	-0.078056	-0.092317	182.011810	203.066147	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183153
15227.301555	-0.078056	-0.092317	182.011810	203.066147	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183153
15227.304889	-0.078056	-0.092315	181.660355	203.710754	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183148
15227.308222	-0.078056	-0.092315	181.660355	203.710754	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183148
15227.311555	-0.078056	-0.092315	181.660355	203.710754	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183148
15227.314889	-0.078056	-0.092313	181.437973	204.064224	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183146
15227.318222	-0.078056	-0.092313	181.437973	204.064224	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183146
15227.321555	-0.078056	-0.092313	181.437973	204.064224	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183146
15227.324889	-0.078056	-0.092307	181.343918	204.370346	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183140
15227.328222	-0.078056	-0.092307	181.343918	204.370346	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183140
15227.331555	-0.078056	-0.092307	181.343918	204.370346	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183140
15227.334889	-0.078056	-0.092298	181.386871	204.851913	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183134
15227.338222	-0.078056	-0.092298	181.386871	204.851913	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183134
15227.341555	-0.078056	-0.092298	181.386871	204.851913	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183134
15227.344889	-0.078056	-0.092291	181.456345	205.426605	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183128
15227.348222	-0.078056	-0.092291	181.456345	205.426605	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183128
15227.351555	-0.078056	-0.092291	181.456345	205.426605	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183128
15227.354889	-0.078056	-0.092290	181.389297	205.979416	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183122
15227.358222	-0.078056	-0.092290	181.389297	205.979416	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183122
15227.361555	-0.078056	-0.092290	181.389297	205.979416	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183122
15227.364889	-0.078056	-0.092291	181.097824	206.455292	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183122
15227.368222	-0.078056	-0.092291	181.097824	206.455292	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183122
15227.371555	-0.078056	-0.092291	181.097824	206.455292	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183122
15227.374889	-0.078056	-0.092287	180.639191	206.687714	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183122
15227.378222	-0.078056	-0.092287	180.639191	206.687714	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183122
15227.381555	-0.078056	-0.092287	180.639191	206.687714	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183122
15227.384889	-0.078056	-0.092280	180.143311	206.722549	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183120
15227.388222	-0.078056	-0.092280	180.143311	206.722549	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183120
15227.391555	-0.078056	-0.092280	180.143311	206.722549	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183120
15227.394889	-0.078056	-0.092271	179.794586	206.818649	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183116
15227.398222	-0.078056	-0.092271	179.794586	206.818649	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183116
15227.401555	-0.078056	-0.092271	179.794586	206.818649	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183116
15227.404889	-0.078056	-0.092262	179.673859	207.084824	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183106
15227.408222	-0.078056	-0.092262	179.673859	207.084824	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183106
15227.411555	-0.078056	-0.092262	179.673859	207.084824	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236746	0.183106
15227.414889	-0.078087	-0.092236	179.737122	207.360382	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236726	0.183092
15227.418222	-0.078087	-0.092236	179.737122	207.360382	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236726	0.183092
15227.421555	-0.078087	-0.092236	179.737122	207.360382	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236726	0.183092
15227.424889	-0.078100	-0.092130	179.765152	207.454697	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236708	0.183088
15227.428222	-0.078100	-0.092130	179.765152	207.454697	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236708	0.183088
15227.431555	-0.078100	-0.092130	179.765152	207.454697	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236708	0.183088
15227.434889	-0.077986	-0.091836	179.382080	207.267761	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236756	0.183117
15227.438222	-0.077986	-0.091836	179.382080	207.267761	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236756	0.183117
15227.441555	-0.077986	-0.091836	179.382080	207.267761	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236756	0.183117
15227.444889	-0.077815	-0.091317	178.322830	207.026459	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236839	0.183195
15227.448222	-0.077815	-0.091317	178.322830	207.026459	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236839	0.183195
15227.451555	-0.077815	-0.091317	178.322830	207.026459	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236839	0.183195
15227.454889	-0.077707	-0.090635	176.880234	207.392197	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236894	0.183322
15227.458222	-0.077707	-0.090635	176.880234	207.392197	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236894	0.183322
15227.461555	-0.077707	-0.090635	176.880234	207.392197	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236894	0.183322
15227.464889	-0.077290	-0.089820	175.958435	208.514465	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236986	0.183435
15227.468222	-0.077290	-0.089820	175.958435	208.514465	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236986	0.183435
15227.471555	-0.077290	-0.089820	175.958435	208.514465	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.236986	0.183435
15227.474889	-0.076245	-0.088906	176.216156	209.460693	0.000000	0.480000	0.480000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.900000	2.100000	0.000000	0.100000	0.000000	0.000000	-0.237186	0.183475
