Time	Left foot marker	Right foot marker	Left vertical force	Right vertical force	Stride length	Right step length	Left step length	Right preferred step length	Left preferred step length	Right heel strike	Left heel strike
5261.054658	0.100156	0.093579	164.867844	139.464584	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.057992	0.100156	0.093579	164.867844	139.464584	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.061325	0.100156	0.093579	164.867844	139.464584	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.064658	0.100156	0.093579	164.867844	139.464584	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.067992	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.071325	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.074658	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.077992	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.081325	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.084658	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.087992	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.091325	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.094658	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.097992	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.101325	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.104658	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.107992	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.111325	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.114658	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.117992	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.121325	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.124658	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.127992	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.131325	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.134658	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.137992	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.141325	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.144658	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.147992	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.151325	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.154658	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.157992	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.161325	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.164658	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.167992	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.171325	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.174658	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.177992	0.096406	0.094563	160.892410	141.489853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.181325	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.184658	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.187992	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.191325	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.194658	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.197992	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.201325	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.204658	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.207992	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.211325	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.214658	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.217992	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.221325	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.224658	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.227992	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.231325	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.234658	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.237992	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.241325	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.244658	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.247992	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.251325	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.254658	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.257992	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.261325	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.264658	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.267992	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.271325	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.274658	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5261.277992	0.091074	0.093478	157.323898	141.864212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
