Time	Left foot marker	Right foot marker	Left vertical force	Right vertical force	Success	Preferred left step length	Preferred Right step length	Left gain	Right gain	Constant	Stride Number	Right step length	Left step length	Sum of gains and steps	Lower bound success	Upper bound success	Score	Success Region	Left heel strike	Right heel strike	Short or long first	Feedback	Firework position	Left foot lateral position	Right foot lateral position	Left hip	Right hip
4227.621635	-0.000550	0.005451	77.389397	113.134369	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140705	0.145068	0.729283	0.734660
4227.624968	-0.000550	0.005451	77.389397	113.134369	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140705	0.145068	0.729283	0.734660
4227.628301	-0.000550	0.005451	77.389397	113.134369	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140705	0.145068	0.729283	0.734660
4227.631635	-0.000554	0.005445	77.438858	113.057594	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140689	0.145066	0.729262	0.734653
4227.634968	-0.000554	0.005445	77.438858	113.057594	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140689	0.145066	0.729262	0.734653
4227.638301	-0.000554	0.005445	77.438858	113.057594	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140689	0.145066	0.729262	0.734653
4227.641635	-0.000558	0.005432	77.435417	112.844261	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140679	0.145054	0.729232	0.734641
4227.644968	-0.000558	0.005432	77.435417	112.844261	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140679	0.145054	0.729232	0.734641
4227.648301	-0.000558	0.005432	77.435417	112.844261	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140679	0.145054	0.729232	0.734641
4227.651635	-0.000563	0.005414	77.640152	112.599564	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140674	0.145045	0.729189	0.734625
4227.654968	-0.000563	0.005414	77.640152	112.599564	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140674	0.145045	0.729189	0.734625
4227.658301	-0.000563	0.005414	77.640152	112.599564	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140674	0.145045	0.729189	0.734625
4227.661635	-0.000562	0.005399	78.143051	112.578194	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140673	0.145044	0.729148	0.734616
4227.664968	-0.000562	0.005399	78.143051	112.578194	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140673	0.145044	0.729148	0.734616
4227.668301	-0.000562	0.005399	78.143051	112.578194	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140673	0.145044	0.729148	0.734616
4227.671635	-0.000560	0.005388	78.766373	112.537521	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140671	0.145047	0.729107	0.734611
4227.674968	-0.000560	0.005388	78.766373	112.537521	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140671	0.145047	0.729107	0.734611
4227.678301	-0.000560	0.005388	78.766373	112.537521	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140671	0.145047	0.729107	0.734611
4227.681635	-0.000561	0.005384	79.277573	112.108681	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140670	0.145051	0.729071	0.734614
4227.684968	-0.000561	0.005384	79.277573	112.108681	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140670	0.145051	0.729071	0.734614
4227.688301	-0.000561	0.005384	79.277573	112.108681	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140670	0.145051	0.729071	0.734614
4227.691635	-0.000558	0.005392	79.553024	111.405312	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140676	0.145040	0.729054	0.734621
4227.694968	-0.000558	0.005392	79.553024	111.405312	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140676	0.145040	0.729054	0.734621
4227.698301	-0.000558	0.005392	79.553024	111.405312	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140676	0.145040	0.729054	0.734621
4227.701635	-0.000552	0.005413	79.950752	110.612984	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140692	0.145017	0.729046	0.734623
4227.704968	-0.000552	0.005413	79.950752	110.612984	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140692	0.145017	0.729046	0.734623
4227.708301	-0.000552	0.005413	79.950752	110.612984	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140692	0.145017	0.729046	0.734623
4227.711635	-0.000542	0.005430	80.672081	109.900330	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140712	0.145014	0.729039	0.734628
4227.714968	-0.000542	0.005430	80.672081	109.900330	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140712	0.145014	0.729039	0.734628
4227.718301	-0.000542	0.005430	80.672081	109.900330	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140712	0.145014	0.729039	0.734628
4227.721635	-0.000534	0.005424	81.596840	109.286461	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140734	0.145025	0.729021	0.734626
