Time	Left foot marker	Right foot marker	Left vertical force	Right vertical force	Success	Preferred left step length	Preferred Right step length	Left gain	Right gain	Constant	Stride Number	Right step length	Left step length	Sum of gains and steps	Lower bound success	Upper bound success	Score	Success Region	Left heel strike	Right heel strike	Short or long first	Feedback	Firework position	Left foot lateral position	Right foot lateral position	Left hip	Right hip
4239.356144	-0.000162	0.005371	99.197388	93.888878	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140939	0.144942	0.727379	0.734196
4239.359477	-0.000165	0.005382	98.919838	94.039108	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140941	0.144937	0.727392	0.734188
4239.362811	-0.000165	0.005382	98.919838	94.039108	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140941	0.144937	0.727392	0.734188
4239.366144	-0.000165	0.005382	98.919838	94.039108	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140941	0.144937	0.727392	0.734188
4239.369477	-0.000161	0.005375	98.688667	94.277718	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140946	0.144945	0.727412	0.734187
4239.372811	-0.000161	0.005375	98.688667	94.277718	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140946	0.144945	0.727412	0.734187
4239.376144	-0.000161	0.005375	98.688667	94.277718	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140946	0.144945	0.727412	0.734187
4239.379477	-0.000161	0.005365	98.545082	94.494255	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140946	0.144966	0.727445	0.734189
4239.382811	-0.000161	0.005365	98.545082	94.494255	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140946	0.144966	0.727445	0.734189
4239.386144	-0.000161	0.005365	98.545082	94.494255	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140946	0.144966	0.727445	0.734189
4239.389477	-0.000166	0.005364	98.303940	94.482712	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140941	0.144970	0.727487	0.734226
4239.392811	-0.000166	0.005364	98.303940	94.482712	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140941	0.144970	0.727487	0.734226
4239.396144	-0.000166	0.005364	98.303940	94.482712	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140941	0.144970	0.727487	0.734226
4239.399477	-0.000157	0.005363	97.897789	94.313965	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140935	0.144952	0.727528	0.734287
4239.402811	-0.000157	0.005363	97.897789	94.313965	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140935	0.144952	0.727528	0.734287
4239.406144	-0.000157	0.005363	97.897789	94.313965	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140935	0.144952	0.727528	0.734287
4239.409477	-0.000134	0.005343	97.569550	94.301582	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140933	0.144946	0.727561	0.734334
4239.412811	-0.000134	0.005343	97.569550	94.301582	0.000000	0.380000	0.350000	1.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	1.450000	2.550000	0.000000	0.550000	0.000000	0.000000	1.000000	2.000000	1.000000	-0.140933	0.144946	0.727561	0.734334
