subject_id,age,trial_type,condition,success_deltas,failure_deltas,success_mean,failure_mean,success_rate,n_success,n_failure
MUH1064,10.75,invis,max,"[0.03642600000000007, -0.06155100000000013, 0.015475499999999975, -0.0602699999999996, -0.015343500000000176, 0.02498099999999992, -0.032248500000000124, 0.016906500000000158, -0.1225215000000004, 0.03387600000000024, 0.07394550000000022, 0.0017954999999996168, -0.09263999999999983, 0.055703999999999976, -0.05811449999999985, 0.06991499999999995, 0.08163449999999983, -0.1577790000000001, 0.06534450000000014]",[],-0.00655073684210527,,1.0,19,0
MUH1064,10.75,invis,min,"[-0.11462850000000024, 0.12713700000000028, -0.017167500000000224, -0.15614550000000005, 0.269706, -0.21961649999999966, 0.03331200000000001, 0.04075649999999964, -0.056207999999999814, 0.12947849999999983, 0.01834200000000008, 0.06774600000000008, -0.7438365000000002, -0.1119104999999998]","[-0.1720259999999998, 0.3398144999999999, 0.6672419999999999, -0.3034379999999999, 0.36946349999999994]",-0.05235964285714286,0.18021120000000002,0.7368421052631579,14,5
MUH1064,10.75,vis2,max,"[0.15654449999999986, -0.17510400000000015, 0.1333935000000004, -0.20959800000000017, 0.10171050000000026, -0.173832, 0.15773849999999978, -0.11117099999999969, -0.006538500000000447, 0.09963000000000033, -0.14236499999999985, 0.12457649999999987, 0.0646230000000001, -0.1987635000000001, 0.12157200000000001, -0.1098300000000001, 0.21480750000000004, 0.02188200000000018]",[0.11884049999999968],0.0038486666666666856,0.11884049999999968,0.9473684210526315,18,1
MUH1064,10.75,vis2,min,"[0.06669750000000008, -0.013861499999999971, -0.007480500000000001, -0.016663500000000164, 0.05549250000000017, 0.032466000000000106, -0.10271399999999997, 0.1189365, -0.10924200000000028, 0.05574450000000031, -0.032016000000000044, 0.13744349999999983, -0.028117500000000017, -0.09790649999999967, 0.14787899999999965, -0.09398850000000003, 0.005700000000000038, 0.06616350000000004, 0.014961000000000002]",[],0.010499684210526319,,1.0,19,0
MUH1065,10.75,vis1,max,"[-1.7709899999999998, -1.6029570000000002, -0.16056599999999976, -1.0250490000000003, -0.21367949999999958]","[-0.10602599999999995, -0.8360745, 0.9058035000000002, -0.5828355000000003, 0.6294945000000003, 0.11365199999999964, 1.7929110000000001, 1.1056905, 0.6347070000000001, 1.1637389999999999, -0.20590350000000024, -1.492167, 0.6138810000000001, 1.228473]",-0.9546483,0.35466749999999997,0.2631578947368421,5,14
MUH1065,10.75,vis1,min,"[-0.10953600000000008, -0.14528549999999996, 0.5819744999999998, 0.3150105000000001]","[-0.97923, 1.2174015, -0.7360125, 0.6003495000000001, -0.007668000000000008, -0.1780320000000002, -0.8094044999999999, 1.0088939999999997, -0.3782804999999998, 0.23725200000000024, -0.20524350000000013, -0.02710799999999991, -0.3306255, 0.1254884999999999, -0.1519784999999998]",0.16054087499999997,-0.04094649999999998,0.21052631578947367,4,15
MUH1065,10.75,invis,max,"[-0.4902630000000001, -1.159056, 0.0013005000000001488, 0.018064499999999928, -0.04234350000000031, -1.5002579999999996, -0.37368299999999977]","[-1.5276779999999999, 1.7828295, 0.7462140000000002, -1.3734735000000002, 1.0661070000000001, 1.1293245, -0.4358970000000001, 2.0320305, 0.048112500000000225, 0.010834499999999636, 0.025933500000000276, -2.12568]",-0.5066054999999999,0.11488812500000001,0.3684210526315789,7,12
MUH1065,10.75,invis,min,"[0.3142529999999999, 0.37289850000000024, 0.04695450000000001]","[-0.0240389999999997, 0.119151, -1.7053485000000002, 1.459338, 0.04099800000000009, -0.06638999999999973, -0.9297240000000002, 0.16874699999999998, 0.7529684999999999, 0.0608310000000003, 0.02646899999999963, -0.5167845, -0.07150050000000041, 0.2923695000000004, -0.13936800000000016, -0.28179599999999994]",0.24470200000000006,-0.050879906249999995,0.15789473684210525,3,16
MUH1065,10.75,vis2,max,"[0.19245449999999975, -0.21882300000000043, 0.19105799999999995, -0.07118249999999993, -0.33267749999999996, 0.006632999999999889]","[0.11370450000000032, -0.07310700000000026, 0.6162930000000002, -0.1797765, -0.23334299999999963, 0.0028680000000003147, -1.325637, 1.4546384999999997, 0.6339315000000001, -0.2184824999999999, -0.3975135000000001, -0.25909950000000004, 0.5579970000000003]",-0.038756250000000124,0.05326719230769239,0.3157894736842105,6,13
MUH1065,10.75,vis2,min,"[-0.1075425000000001, 0.0866880000000001, 0.4854465000000001]","[-0.8646375000000002, 0.9045959999999997, 0.017254500000000395, -0.2767350000000002, -0.4427009999999998, 0.49378049999999996, 0.6438675, -0.33456149999999996, -1.0125555000000002, 1.0801305000000003, -0.1548645000000004, -0.9535484999999999, 0.12708450000000004, 0.20379449999999988, 0.7637310000000002, -0.5782785000000001]",0.15486400000000003,-0.02397768750000001,0.15789473684210525,3,16
