subject_id,age,vis1_sr,vis1_sr_max,vis1_sr_min,invis_sr,invis_sr_max,invis_sr_min,vis2_sr,vis2_sr_max,vis2_sr_min,vis1_msl,vis1_msl_max,vis1_msl_min,invis_msl,invis_msl_max,invis_msl_min,vis2_msl,vis2_msl_max,vis2_msl_min,vis1_sd,vis1_sd_max,vis1_sd_min,invis_sd,invis_sd_max,invis_sd_min,vis2_sd,vis2_sd_max,vis2_sd_min,vis1_learning,vis1_learning_max,vis1_learning_min,invis_learning,invis_learning_max,invis_learning_min,vis2_learning,vis2_learning_max,vis2_learning_min
MUH1078,10.416666666666666,0.532967032967033,0.25,0.0,0.6138613861386139,0.35,0.4,0.4666666666666667,0.4666666666666667,0.4666666666666667,1.7810376346153844,1.37046,1.488531,1.9295506336633663,2.1224952750000003,1.7688186000000001,1.7457013000000001,1.7457013000000001,1.7457013000000001,0.6610051249084723,0.57846497923786,0.9968655959753301,0.39093152914878193,0.31787126245974073,0.2843551722275655,0.5985479300128234,0.5985479300128234,0.5985479300128234,,-3.1476999999999973,2.557345,,0.3062381875000009,0.5779534999999998,,,
MUH1079,15.333333333333334,0.876984126984127,0.75,0.8,0.8811881188118812,1.0,0.7,0.8717948717948718,0.95,1.0,1.9758879642857141,2.3155126499999996,1.7100754500000002,1.9796555606435642,2.401060575,1.69482885,1.9766863846153848,2.3815641000000003,1.623699225,0.2184479964034735,0.10797177499699925,0.11347640520551303,0.40868351518985313,0.07461657230984536,0.19955340564410454,0.37585608432928636,0.07631058350455246,0.06773802675953629,,0.7887816249999993,0.7248113749999997,,1.0026514374999997,0.7629278750000004,,0.953910250000001,0.9407519375000003
MUH1080,15.666666666666666,0.9166666666666666,0.9,0.85,0.8836633663366337,0.95,0.95,0.7948717948717948,0.65,0.95,2.000783541666667,2.3442000750000003,1.6523340000000002,1.9716506175742574,2.3251979250000003,1.6877618249999997,1.9255074423076923,2.305415775,1.5877135500000001,0.2024159426809843,0.0636146269274017,0.08003043926811455,0.32508490395996437,0.057210321999359444,0.054833972515430825,0.38944177449267864,0.09952831382490265,0.07465960464385224,,0.8605001875000009,0.8691649999999997,,0.812994812500001,0.7805954375000009,,0.7635394375000006,1.0307161249999999
MUH1081,10.416666666666666,0.8253968253968254,0.5,0.8,0.7524752475247525,0.65,0.65,0.375,0.05,0.0,1.9786044345238094,2.34018795,1.6585552500000003,1.9399239987623764,2.3194923000000003,1.6812720000000003,1.516799464285714,1.09026375,0.536801625,0.24927904317199168,0.18301463678357452,0.09091518758935657,0.26566380624682906,0.17702553267153898,0.16079682246001273,0.6975724600988309,0.7255277249179876,0.14498118288613354,,0.8504698749999997,0.8536118749999996,,0.7987307500000009,0.7968199999999994,,-2.2743406250000002,3.6579959375000013
MUH1082,11.75,0.7103174603174603,0.35,0.9,0.6955445544554455,0.2,0.8,0.47435897435897434,0.6,0.6,2.0215507678571427,2.34898725,1.5570824999999997,1.8366990334158415,2.2737159750000004,1.6369923749999997,1.931018576923077,2.2742964750000003,1.61936505,0.33492481637550237,0.2611467360765984,0.115387536128999,0.3992034924277272,0.40448370550868773,0.11422331705143896,0.4426229080624311,0.1785108476068844,0.27694471279832145,,0.8724681250000001,1.107293750000001,,0.6842899375000012,0.9075190625000009,,0.6857411875000009,0.951587375
MUH1083,16.583333333333332,0.6031746031746031,0.6,0.05,0.6757425742574258,1.0,0.05,0.3717948717948718,0.65,0.0,2.1716125952380954,2.269835625,2.2408301249999996,2.251187818069307,2.3598282,2.09473665,2.1620619038461544,2.30186865,2.2293594750000003,0.21489082843713295,0.13123468496982152,0.20933736823416704,0.1899453842928011,0.05073717939471585,0.2017927524480383,0.2935119094792624,0.11334436485587443,0.19069679130587022,,0.6745890624999996,-0.602075312499999,,0.8995705,-0.23684162500000056,,0.7546716249999998,-0.5733986875000009
MUH1084,15.166666666666666,0.8492063492063492,0.8,0.85,0.9183168316831684,0.9,1.0,0.8717948717948718,0.85,1.0,1.9677794285714285,2.3767456499999997,1.6071303000000001,2.005565535891089,2.34152865,1.5923991750000002,1.9899865384615385,2.3886606,1.5898086,0.3767748975288392,0.10090766990189073,0.11272306255147703,0.3352161811240695,0.09950745816323465,0.045727595301235255,0.3864475717894887,0.07917885608521483,0.07646783839948317,,0.9418641249999995,0.9821742499999999,,0.8538216249999999,1.0190020624999998,,0.9716515000000006,1.0254785000000002
MUH1085,17.916666666666668,0.8412698412698413,0.8,0.95,0.8094059405940595,0.6,0.7,0.8205128205128205,0.75,1.0,1.9508483571428572,2.303819775,1.6054047,2.0014463836633665,2.3317161,1.6804172999999998,1.9549910576923077,2.3519119500000003,1.58167305,0.3119597981019065,0.09761277083340918,0.08112111484450762,0.32713648286064495,0.17291952833567284,0.12004963166643773,0.3771195909545587,0.12232564358354694,0.07356594273577026,,0.7595494375000003,0.9864882500000002,,0.8292902500000001,0.7989567500000008,,0.879779875000001,1.0458173750000002
MUH1086,17.75,0.7103174603174603,0.6,0.45,0.8415841584158416,0.95,0.6,0.7051282051282052,0.9,0.65,2.0721676369047617,2.2609670250000002,1.7550009749999997,2.0665876522277227,2.3340424499999997,1.7497926,1.9397519230769233,2.31657465,1.6933069499999998,0.24632819699397981,0.12456233707523348,0.1816993010270624,0.3277296683030098,0.055194819616971355,0.18646175371476104,0.49002930596264777,0.05051886641253833,0.21329575086490507,,0.6524175625000007,0.6124975625000008,,0.8351061249999994,0.6255185000000003,,0.7914366250000007,0.7667326250000008
MUH1087,13.166666666666666,0.8611111111111112,0.9,0.7,0.8613861386138614,0.55,0.8,0.7692307692307693,0.8,0.8,1.9783648869047616,2.381817225,1.5624813,1.9518142945544557,2.2581345,1.6882164000000004,1.9322319615384618,2.366937825,1.6217128500000002,0.2956388922800076,0.09987434600345459,0.1172938888840201,0.30099182845925265,0.06409949132711382,0.0738588169189954,0.4247930932730798,0.11058605267669382,0.11767514450318187,,0.9545430624999998,1.0937967500000003,,0.6453362500000005,0.7794589999999992,,0.9173445625000001,0.9457178749999997
MUH1088,15.583333333333334,0.8690476190476191,0.55,0.9,0.8415841584158416,0.95,1.0,0.7564102564102564,0.7,1.0,2.0041973095238093,2.32136265,1.6779696000000002,1.949778103960396,2.4678802499999994,1.6449753750000002,1.9562755769230766,2.3861853,1.6032338249999998,0.21870733969867392,0.12347753879308322,0.045252533175270435,0.35920096744559327,0.060213235766840796,0.05020891049244964,0.4067704432878866,0.15305199602744238,0.04960608680348214,,0.8034066250000007,0.8050759999999998,,1.1697006249999988,0.8875615624999996,,0.9654632500000007,0.9919154375000008
MUH1089,15.583333333333334,0.626984126984127,0.1,0.05,0.6757425742574258,0.0,0.8,0.717948717948718,0.5,0.9,2.0279685833333336,2.1741763500000006,1.9673498999999999,1.9143339913366335,1.9374459749999997,1.6757254500000003,1.8738392499999998,2.23174035,1.6989488249999998,0.30844622943039784,0.07245251946076928,0.11354862640280226,0.160064128604948,0.1169554424651672,0.07542621940205432,0.6413348227676302,0.11178063886894725,0.06119115851860741,,0.4354408750000017,0.08162525000000033,,-0.15638506250000075,0.8106863749999995,,0.5793508749999999,0.7526279375000008
MUH1090,9.166666666666666,0.6944444444444444,0.35,0.4,0.6831683168316832,0.4,0.5,0.47435897435897434,0.3,0.8,2.078820464285714,2.191679625,1.7015292000000002,1.9969871064356435,2.162351775,1.718790225,1.8899522115384615,2.2958761500000002,1.6444431000000002,0.277831433613692,0.2466779974392824,0.24874613991997838,0.36327725457750043,0.2923003731044252,0.16168128147340036,0.4833808538276952,0.34966418237913793,0.12994312462731736,,0.4791990624999999,0.7461769999999996,,0.4058794374999998,0.7030244375000001,,0.7396903750000007,0.8888922499999998
