Time	Left foot marker	Right foot marker	Left vertical force	Right vertical force	Success	Preferred left step length	Preferred Right step length	Left gain	Right gain	Constant	Stride Number	Right step length	Left step length	Sum of gains and steps	Lower bound success	Upper bound success	Score	Success Region	Left heel strike	Right heel strike	Short or long first	Feedback	Firework position
797.344188	0.438078	0.147900	287.861420	-2.866430	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.347521	0.438078	0.147900	287.861420	-2.866430	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.350855	0.438078	0.147900	287.861420	-2.866430	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.354188	0.438078	0.147900	287.861420	-2.866430	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.357521	0.438078	0.147900	287.861420	-2.866430	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.360855	0.455117	0.115813	258.523773	1.428231	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.364188	0.455117	0.115813	258.523773	1.428231	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.367521	0.455117	0.115813	258.523773	1.428231	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.370855	0.455117	0.115813	258.523773	1.428231	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.374188	0.455117	0.115813	258.523773	1.428231	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.377521	0.455117	0.115813	258.523773	1.428231	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.380855	0.455117	0.115813	258.523773	1.428231	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.384188	0.455117	0.115813	258.523773	1.428231	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.387521	0.455117	0.115813	258.523773	1.428231	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.390855	0.455117	0.115813	258.523773	1.428231	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.394188	0.475006	0.095642	205.539291	111.837257	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.397521	0.475006	0.095642	205.539291	111.837257	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.400855	0.475006	0.095642	205.539291	111.837257	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.404188	0.475006	0.095642	205.539291	111.837257	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.407521	0.475006	0.095642	205.539291	111.837257	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.410855	0.475006	0.095642	205.539291	111.837257	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.414188	0.475006	0.095642	205.539291	111.837257	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.417521	0.475006	0.095642	205.539291	111.837257	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.420855	0.475006	0.095642	205.539291	111.837257	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.424188	0.492433	0.102758	131.450027	340.268097	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.427521	0.492433	0.102758	131.450027	340.268097	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.430855	0.492433	0.102758	131.450027	340.268097	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.434188	0.492433	0.102758	131.450027	340.268097	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.437521	0.492433	0.102758	131.450027	340.268097	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.440855	0.492433	0.102758	131.450027	340.268097	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.444188	0.492433	0.102758	131.450027	340.268097	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.447521	0.492433	0.102758	131.450027	340.268097	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.450855	0.492433	0.102758	131.450027	340.268097	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.454188	0.492433	0.102758	131.450027	340.268097	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.457521	0.501063	0.124692	54.694496	428.756165	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.460855	0.501063	0.124692	54.694496	428.756165	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.464188	0.501063	0.124692	54.694496	428.756165	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.467521	0.501063	0.124692	54.694496	428.756165	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.470855	0.501063	0.124692	54.694496	428.756165	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.474188	0.501063	0.124692	54.694496	428.756165	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.477521	0.501063	0.124692	54.694496	428.756165	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.480855	0.501063	0.124692	54.694496	428.756165	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.484188	0.501063	0.124692	54.694496	428.756165	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.487521	0.502074	0.143256	6.666672	354.666718	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.490855	0.502074	0.143256	6.666672	354.666718	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.494188	0.502074	0.143256	6.666672	354.666718	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.397392	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	1.000000	1.000000	1.000000	1.000000
797.497521	0.502074	0.143256	6.666672	354.666718	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.500855	0.502074	0.143256	6.666672	354.666718	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.504188	0.502074	0.143256	6.666672	354.666718	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.507521	0.502074	0.143256	6.666672	354.666718	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.510855	0.502074	0.143256	6.666672	354.666718	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.514188	0.502074	0.143256	6.666672	354.666718	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.517521	0.495879	0.160757	-5.861303	351.027130	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.520855	0.495879	0.160757	-5.861303	351.027130	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.524188	0.495879	0.160757	-5.861303	351.027130	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.527521	0.495879	0.160757	-5.861303	351.027130	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.530855	0.495879	0.160757	-5.861303	351.027130	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.534188	0.495879	0.160757	-5.861303	351.027130	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.537521	0.495879	0.160757	-5.861303	351.027130	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.540855	0.495879	0.160757	-5.861303	351.027130	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.544188	0.495879	0.160757	-5.861303	351.027130	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.547521	0.495879	0.160757	-5.861303	351.027130	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.550855	0.478236	0.180666	-5.273456	357.917633	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.554188	0.478236	0.180666	-5.273456	357.917633	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.557521	0.478236	0.180666	-5.273456	357.917633	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.560855	0.478236	0.180666	-5.273456	357.917633	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.564188	0.478236	0.180666	-5.273456	357.917633	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.567521	0.478236	0.180666	-5.273456	357.917633	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.570855	0.478236	0.180666	-5.273456	357.917633	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.574188	0.478236	0.180666	-5.273456	357.917633	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.577521	0.478236	0.180666	-5.273456	357.917633	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.580855	0.454737	0.197801	-2.328218	305.985931	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.584188	0.454737	0.197801	-2.328218	305.985931	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.587521	0.454737	0.197801	-2.328218	305.985931	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.590855	0.454737	0.197801	-2.328218	305.985931	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.594188	0.454737	0.197801	-2.328218	305.985931	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.597521	0.454737	0.197801	-2.328218	305.985931	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.600855	0.454737	0.197801	-2.328218	305.985931	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.604188	0.454737	0.197801	-2.328218	305.985931	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.607521	0.454737	0.197801	-2.328218	305.985931	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.610855	0.426016	0.216072	3.897081	268.817688	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.614188	0.426016	0.216072	3.897081	268.817688	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.617521	0.426016	0.216072	3.897081	268.817688	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.620855	0.426016	0.216072	3.897081	268.817688	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.624188	0.426016	0.216072	3.897081	268.817688	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.627521	0.426016	0.216072	3.897081	268.817688	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.630855	0.426016	0.216072	3.897081	268.817688	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.634188	0.426016	0.216072	3.897081	268.817688	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.637521	0.426016	0.216072	3.897081	268.817688	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.640855	0.426016	0.216072	3.897081	268.817688	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.644188	0.389454	0.237118	3.422265	255.502762	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.647521	0.389454	0.237118	3.422265	255.502762	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.650855	0.389454	0.237118	3.422265	255.502762	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.654188	0.389454	0.237118	3.422265	255.502762	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.657521	0.389454	0.237118	3.422265	255.502762	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.660855	0.389454	0.237118	3.422265	255.502762	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.664188	0.389454	0.237118	3.422265	255.502762	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.667521	0.389454	0.237118	3.422265	255.502762	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.670855	0.389454	0.237118	3.422265	255.502762	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.674188	0.348443	0.258709	-0.929561	253.815826	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.677521	0.348443	0.258709	-0.929561	253.815826	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.680855	0.348443	0.258709	-0.929561	253.815826	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.684188	0.348443	0.258709	-0.929561	253.815826	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.687521	0.348443	0.258709	-0.929561	253.815826	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.690855	0.348443	0.258709	-0.929561	253.815826	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.694188	0.348443	0.258709	-0.929561	253.815826	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.697521	0.348443	0.258709	-0.929561	253.815826	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.700855	0.348443	0.258709	-0.929561	253.815826	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.704188	0.348443	0.258709	-0.929561	253.815826	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.707521	0.310667	0.277196	0.765216	260.129211	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.710855	0.310667	0.277196	0.765216	260.129211	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.714188	0.310667	0.277196	0.765216	260.129211	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.717521	0.310667	0.277196	0.765216	260.129211	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.720855	0.310667	0.277196	0.765216	260.129211	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
797.724188	0.310667	0.277196	0.765216	260.129211	0.000000	0.600000	0.600000	1.000000	1.000000	2.000000	1.000000	0.358818	0.222045	0.688263	1.500000	2.500000	0.000000	0.500000	1.000000	2.000000	1.000000	1.000000	1.000000
