Time	Left foot marker	Right foot marker	Left vertical force	Right vertical force	Success	Preferred left step length	Preferred Right step length	Left gain	Right gain	Constant	Stride Number	Right step length	Left step length	Sum of gains and steps	Lower bound success	Upper bound success	Score	Success Region	Left heel strike	Right heel strike	Left lateral position	Right lateral position	Left hip	Right hip
5924.134412	0.001443	-0.014781	296.998016	304.783051	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200773	0.132235	1.116309	1.113014
5924.137746	0.001443	-0.014781	296.998016	304.783051	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200773	0.132235	1.116309	1.113014
5924.141079	0.001431	-0.014774	294.977051	306.409698	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200760	0.132263	1.116324	1.113104
5924.144412	0.001431	-0.014774	294.977051	306.409698	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200760	0.132263	1.116324	1.113104
5924.147746	0.001431	-0.014774	294.977051	306.409698	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200760	0.132263	1.116324	1.113104
5924.151079	0.001416	-0.014760	292.857605	308.164520	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200748	0.132279	1.116317	1.113224
5924.154412	0.001416	-0.014760	292.857605	308.164520	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200748	0.132279	1.116317	1.113224
5924.157746	0.001416	-0.014760	292.857605	308.164520	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200748	0.132279	1.116317	1.113224
5924.161079	0.001408	-0.014728	290.636505	310.061951	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200737	0.132289	1.116318	1.113379
5924.164412	0.001408	-0.014728	290.636505	310.061951	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200737	0.132289	1.116318	1.113379
5924.167746	0.001408	-0.014728	290.636505	310.061951	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200737	0.132289	1.116318	1.113379
5924.171079	0.001397	-0.014694	288.481720	311.940704	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200727	0.132303	1.116334	1.113481
5924.174412	0.001397	-0.014694	288.481720	311.940704	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200727	0.132303	1.116334	1.113481
5924.177746	0.001397	-0.014694	288.481720	311.940704	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200727	0.132303	1.116334	1.113481
5924.181079	0.001381	-0.014662	286.293915	313.808289	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200713	0.132320	1.116349	1.113536
5924.184412	0.001381	-0.014662	286.293915	313.808289	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200713	0.132320	1.116349	1.113536
5924.187746	0.001381	-0.014662	286.293915	313.808289	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200713	0.132320	1.116349	1.113536
5924.191079	0.001361	-0.014634	284.095520	315.561310	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200677	0.132336	1.116367	1.113585
5924.194412	0.001361	-0.014634	284.095520	315.561310	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200677	0.132336	1.116367	1.113585
5924.197746	0.001361	-0.014634	284.095520	315.561310	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200677	0.132336	1.116367	1.113585
5924.201079	0.001328	-0.014608	281.985260	317.196045	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200603	0.132354	1.116382	1.113615
5924.204412	0.001328	-0.014608	281.985260	317.196045	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200603	0.132354	1.116382	1.113615
5924.207746	0.001328	-0.014608	281.985260	317.196045	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200603	0.132354	1.116382	1.113615
5924.211079	0.001296	-0.014587	280.016754	318.888092	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200528	0.132373	1.116392	1.113662
5924.214412	0.001296	-0.014587	280.016754	318.888092	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200528	0.132373	1.116392	1.113662
5924.217746	0.001296	-0.014587	280.016754	318.888092	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200528	0.132373	1.116392	1.113662
5924.221079	0.001273	-0.014565	278.022522	320.867737	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200481	0.132389	1.116396	1.113760
5924.224412	0.001273	-0.014565	278.022522	320.867737	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200481	0.132389	1.116396	1.113760
5924.227746	0.001273	-0.014565	278.022522	320.867737	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200481	0.132389	1.116396	1.113760
5924.231079	0.001258	-0.014547	276.309296	322.705505	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200463	0.132402	1.116393	1.113843
5924.234412	0.001258	-0.014547	276.309296	322.705505	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200463	0.132402	1.116393	1.113843
5924.237746	0.001258	-0.014547	276.309296	322.705505	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200463	0.132402	1.116393	1.113843
5924.241079	0.001251	-0.014535	274.518738	324.707764	0.000000	0.570000	0.610000	1.000000	1.000000	2.000000	0.000000	0.000000	-0.991801	-1.102001	1.850000	2.150000	0.000000	0.150000	0.000000	0.000000	-0.200456	0.132421	1.116371	1.113904
